institution_id,institution,country,publications
I1297785818,International Medical Corps,United States,1
I75929689,UConn Health,United States,1
I75951250,Freie Universität Berlin,Germany,1
I76513827,New York City College of Technology,United States,1
I74897591,Marmara University,Türkiye,1
I74899385,Central Queensland University,Australia,1
I75092371,University of Hradec Králové,Czechia,1
I75274968,Centre for Economic and Social Studies,India,1
I7435137,Marien Ngouabi University,Republic of the Congo,1
I76569877,Southeast University,China,1
I76777374,Central University of Rajasthan,India,1
I77377906,Kathmandu Medical College Teaching Hospital,Nepal,1
I78157869,University of Gezira,Sudan,1
I84356168,Central Institute of Psychiatry,India,1
I84913233,National Centre for Earth Science Studies,India,1
I84929415,University of Venda,South Africa,1
I83776822,Shandong Institute of Business and Technology,China,1
I1306264927,Institut de Recherche pour le Développement,Benin,1
I1301508284,New York City Fire Department,United States,1
I1301933859,Foreign and Commonwealth Office,United Kingdom,1
I130194489,University of Alicante,Spain,1
I1302839792,Indraprastha Apollo Hospitals,India,1
I130291710,Visva-Bharati University,India,1
I1302991022,Milken Institute,United States,1
I129826125,Södertörn University,Sweden,1
I79775147,Nong Lam University Ho Chi Minh City,Viet Nam,1
I1290830857,Ecorys (Netherlands),Netherlands,1
I1287339526,Reserve Bank of India,India,1
I1287762061,Pathfinder International,United States,1
I1288330432,Oklahoma State Department of Health,United States,1
I1289024836,"Ministry of Agriculture, Forestry and Fisheries",Japan,1
I130359222,Université Abdou Moumouni,Niger,1
I1304127598,Group Health Cooperative,United States,1
I72951846,Washington State University,United States,1
I7299805,Bangladesh Rice Research Institute,Bangladesh,1
I73417466,Coventry University,United Kingdom,1
I79817857,University of Guelph,Canada,1
I80338172,University of World Economy and Diplomacy,Uzbekistan,1
I79189158,University of Castilla-La Mancha,Spain,1
I79305253,National Defence University,Pakistan,1
I79741316,University of Pecs,Hungary,1
I8078737,Clemson University,United States,1
I81605866,Sidi Mohamed Ben Abdellah University,Morocco,1
I81831788,Health and Safety Executive,United Kingdom,1
I8204097,Ludwig-Maximilians-Universität München,Germany,1
I82333064,Chinese Academy of Governance,China,1
I87547150,Southern Illinois University Edwardsville,United States,1
I875646752,Damascus University,Syria,1
I875944469,Koneru Lakshmaiah Education Foundation,India,1
I1292585137,United States Social Security Administration,United States,1
I1292669757,Toshiba (Japan),Japan,1
I1292966370,The Honourable Society of Lincoln's Inn,United Kingdom,1
I1293129422,Lancashire Teaching Hospitals NHS Foundation Trust,United Kingdom,1
I1289422878,Dartmouth–Hitchcock Medical Center,United States,1
I82952536,King Khalid University,Saudi Arabia,1
I83124999,Bukkyo University,Japan,1
I83328411,State University of New York at Potsdam,United States,1
I127206278,Akwa Ibom State University,Nigeria,1
I127362389,Murray State University,United States,1
I127506496,Practical Action,United Kingdom,1
I1294278766,Lurie Children's Hospital,United States,1
I1294560359,Centre for Infectious Disease Research in Zambia,Zambia,1
I129615261,Vaal University of Technology,South Africa,1
I1291425158,Google (United States),United States,1
I1291450037,Medanta The Medicity,India,1
I83844774,Assam Medical College,India,1
I83909951,Morgan State University,United States,1
I84218800,"University of California, Davis",United States,1
I82401606,Jubail Industrial College,Saudi Arabia,1
I82889322,Catholic University of Eastern Africa,Kenya,1
I1281592970,Camden and Campbelltown Hospitals,Australia,1
I1281928559,Islamic Development Bank,Saudi Arabia,1
I127174594,Bankura Sammilani Medical College,India,1
I85788879,Peninsula College of Medicine and Dentistry,United Kingdom,1
I861853513,Sapienza University of Rome,Italy,1
I86346663,Royal University of Phnom Penh,Cambodia,1
I896053408,American University of Antigua,Antigua and Barbuda,1
I89652312,Northwest A&F University,China,1
I897542642,University of Plymouth,United Kingdom,1
I898088062,Ghana Communication Technology University,Ghana,1
I898868023,Amref Health Africa,Tanzania,1
I1285204247,Cincinnati Children's Hospital Medical Center,United States,1
I1285301757,Rush University Medical Center,United States,1
I1285399213,Oxfam,United Kingdom,1
I1279858714,Center for Economic and Policy Research,United States,1
I1280600231,General Services Administration,United States,1
I1281389954,FIND,Switzerland,1
I86826812,JSS Medical College and Hospital,India,1
I8691672,KPMG (United Kingdom),United Kingdom,1
I122640774,American University in Dubai,United Arab Emirates,1
I1285782058,Rajamangala University of Technology Isan,Thailand,1
I1285815856,National Tuberculosis Institute,India,1
I1286490081,Boston Medical Center,United States,1
I1286858202,Energy and Resources Institute,India,1
I1286959531,United Nations,United States,1
I1283489935,University of Medicine Tirana,Albania,1
I1283521677,Mott MacDonald (United Kingdom),United Kingdom,1
I872922937,University of Health Sciences Antigua,Antigua and Barbuda,1
I874386039,Universidad Nacional de La Plata,Argentina,1
I866667741,"National Law University, Delhi",India,1
I125392429,Tamil University,India,1
I125454184,Tekirdağ Namık Kemal University,Türkiye,1
I121797337,Leiden University,Netherlands,1
I121980950,Utah State University,United States,1
I122411786,California Institute of Technology,United States,1
I113643904,Beni-Suef University,Egypt,1
I111575329,Bharathiar University,India,1
I11193315,Instituto Superior de Contabilidade e Administracao do Porto,Portugal,1
I119896790,Sebelas Maret University,Indonesia,1
I120230055,Poznan University of Medical Sciences,Poland,1
I120238654,Saudi Electronic University,Saudi Arabia,1
I121058860,Dickinson College,United States,1
I121502294,Physical Research Laboratory,India,1
I126533617,Alliant University,United States,1
I126548940,Delaware State University,United States,1
I126596746,Jagiellonian University,Poland,1
I126697797,Manipal College of Medical Sciences,Nepal,1
I126744593,"University of Maryland, Baltimore",United States,1
I12607205,HOGENT University of Applied Sciences and Arts,Belgium,1
I126227178,Fergusson College,India,1
I126307644,University of Iowa,United States,1
I885392262,GITAM University,India,1
I118315836,TERI University,India,1
I11855966,Diponegoro University,Indonesia,1
I116953780,Tongji University,China,1
I11701301,Griffith University,Australia,1
I117331123,Weifang Medical University,China,1
I117381506,Thiruvalluvar University,India,1
I11793825,National Institute of Technology Patna,India,1
I900200035,Sun Chemical (United States),United States,1
I901017165,New York College of Health Professions,United States,1
I890505096,Singer (United States),United States,1
I89095802,Central University of Gujarat,India,1
I891860020,Federal University of Petroleum Resource Effurun,Nigeria,1
I893914191,Ragas Dental College & Hospital,India,1
I894557895,European School of Management and Technology,Germany,1
I885383172,National University of Malaysia,Malaysia,1
I100930933,University College Dublin,Ireland,1
I95793202,Otto-von-Guericke-Universität Magdeburg,Germany,1
I10091056,Kanazawa University,Japan,1
I100532134,Lyon 1 Université,France,1
I10008193,Dharmsinh Desai University,India,1
I99729588,Indian Institute of Technology Bhubaneswar,India,1
I106938459,University of New Brunswick,Canada,1
I102520234,TH Köln - University of Applied Sciences,Germany,1
I94402716,Bernhard Nocht Institute for Tropical Medicine,Germany,1
I94616015,Punjab Technical University,India,1
I94624287,University of Twente,Netherlands,1
I926342451,"TAE Technologies, Inc (United States)",United States,1
I102254642,University of Kirkuk,Iraq,1
I102149020,University of North Carolina at Charlotte,United States,1
I101407740,Chandigarh University,India,1
I101202996,Semmelweis University,Hungary,1
I903300897,Southern States University,United States,1
I90425906,South Asian University,India,1
I94948490,B.S. Abdur Rahman Crescent Institute of Science & Technology,India,1
I95013407,Universidad Pablo de Olavide,Spain,1
I95541853,Hubert Kairuki Memorial University,Tanzania,1
I95634034,Gazi University,Türkiye,1
I94047373,Xinjiang University of Finance and Economics,China,1
I94234084,Indian Institute of Technology Kanpur,India,1
I114546181,Lady Hardinge Medical College,India,1
I112756935,Technische Hochschule Mannheim,Germany,1
I11317958,Seattle Pacific University,United States,1
I90697900,EBS University of Business and Law,Germany,1
I90745801,University of New England,Australia,1
I90752740,Berhampur University,India,1
I901861585,Vanderbilt University Medical Center,United States,1
I902764099,SEGi University,Malaysia,1
I99552915,University of Rajasthan,India,1
I99693012,Kamineni Institute of Dental Sciences,India,1
I98381234,University of Oulu,Finland,1
I98461037,Tecnológico de Monterrey,Mexico,1
I98466806,Pontifícia Universidade Católica de São Paulo,Brazil,1
I97002122,University of the Philippines Open University,Philippines,1
I97188460,Nantes Université,France,1
I4210085939,Menzies School of Health Research,Australia,1
I9353105,Sudan University of Science and Technology,Sudan,1
I9374425,Ottawa University,United States,1
I91894341,Gyan Vihar University,India,1
I920155683,Columbia Asia,India,1
I920293368,PRA Health Sciences,United States,1
I9224756,Northeastern University,China,1
I924572780,Praxis,Estonia,1
I99364266,Academy of Scientific and Innovative Research,India,1
I108526665,Fakir Mohan University,India,1
I109963156,Bidhan Chandra Krishi Viswavidyalaya,India,1
I110079840,University of Hohenheim,Germany,1
I110118728,Pai Chai University,"Korea, Republic of",1
I106980716,Adamawa State University,Nigeria,1
I107145371,United Nations Development Programme,United States,1
I107575416,University of Aleppo,Syria,1
I107640659,South Ural State University,Russian Federation,1
I102664891,W. L. Gore & Associates (Germany),Germany,1
I103004294,National Center for Disease Control,India,1
I103163165,Florida State University,United States,1
I104338594,Inje University,"Korea, Republic of",1
I104941359,Al-Ahliyya Amman University,Jordan,1
I110325482,Eastern Kentucky University,United States,1
I110346614,University of Central Asia,Kyrgyzstan,1
I110620307,Budapest University of Economics and Business,Hungary,1
